Task,Title,index,label,confidence
Creel machines with bobbins or twine.,Textile Bleaching and Dyeing Machine Operators and Tenders,4043,E0,high
Crossbreed animals with existing strains or cross strains to obtain new combinations of desirable characteristics.,Animal Scientists,4044,E0,high
"Cue announcers, actors, performers, and guests.",Media Programming Directors,4045,E2,moderate
Cue or signal animals during performances.,Animal Trainers,4046,E0,high
Cultivate or harvest marine species or perform routine work on fish farms.,Commercial Divers,4047,E0,high
"Cultivate, isolate, or assist in identifying microbial organisms or perform various tests on these microorganisms.",Medical and Clinical Laboratory Technologists,4048,E0,high
"Cure bonded structures, using portable or stationary curing equipment.",Aircraft Mechanics and Service Technicians,4049,E0,moderate
Cure freshly plastered surfaces.,Plasterers and Stucco Masons,4050,E0,high
"Cure materials by letting them set at room temperature, placing them under heat lamps, or baking them in ovens.",Fiberglass Laminators and Fabricators,4051,E0,high
"Cure, smoke, tenderize, and preserve meat.",Butchers and Meat Cutters,4052,E0,high
"Curl, color, or straighten hair, using special chemical solutions and equipment.",Barbers,4053,E2,moderate
"Customize art therapy programs for specific client populations, such as those in schools, nursing homes, wellness centers, prisons, shelters, or hospitals.",Art Therapists,4054,E0,high
"Customize insurance programs to suit individual customers, often covering a variety of risks.",Insurance Sales Agents,4055,E2,moderate
"Customize treatment programs for specific areas of music therapy, such as intellectual or developmental disabilities, educational settings, geriatrics, medical settings, mental health, physical disabilities, or wellness.",Music Therapists,4056,E2,moderate
"Cut and attach mounting strips, metal or wood moldings, rubber gaskets, or metal clips to surfaces in preparation for mirror installation.",Glaziers,4057,E0,high
Cut and bind material.,Carpet Installers,4058,E0,high
Cut and edit film or tape to integrate component parts into desired sequences.,Producers and Directors,4059,E0,high
"Cut and file pieces of jewelry such as rings, brooches, bracelets, and lockets.",Jewelers and Precious Stone and Metal Workers,4060,E0,high
"Cut and fit wire mesh or fabric, using hooked rods, and position fabric or mesh in concrete to reinforce concrete.",Reinforcing Iron and Rebar Workers,4061,E0,high
"Cut and form insulation, and insert insulation into armature, rotor, or stator slots.","Electric Motor, Power Tool, and Related Repairers",4062,E0,high
Cut and install insulating or sound-absorbing material.,Helpers--Carpenters,4063,E0,high
Cut and peel lead sheathing and insulation from defective or newly installed cables and conduits prior to splicing.,Electrical Power-Line Installers and Repairers,4064,E0,high
Cut and remove broken glass prior to installing replacement glass.,Glaziers,4065,E0,high
"Cut and screw together metal channels to make floor or ceiling frames, according to plans for the location of rooms or hallways.",Drywall and Ceiling Tile Installers,4066,E1,moderate
"Cut and shape tile to fit around obstacles and into odd spaces and corners, using hand and power cutting tools.",Tile and Stone Setters,4067,E0,high
Cut and tape plastic separating film to outside repair areas to avoid damaging surrounding surfaces during repair procedure and remove tape and wash surfaces after repairs are complete.,Automotive Body and Related Repairers,4068,E0,high
"Cut and trim carpet to fit along wall edges, openings, and projections, finishing the edges with a wall trimmer.",Carpet Installers,4069,E0,high
"Cut and trim hair according to clients' instructions or current hairstyles, using clippers, combs, hand-held blow driers, and scissors.",Barbers,4070,E0,high
Cut and trim meat to prepare for packing.,"Meat, Poultry, and Fish Cutters and Trimmers",4071,E0,high
Cut and weld metal sections in reconstruction or renovation of exterior structural sections and accessories of exhibits.,Museum Technicians and Conservators,4072,E0,high
"Cut and weld metal to repair broken metal parts, fabricate new parts, or assemble new equipment.",Industrial Machinery Mechanics,4073,E0,high
"Cut and weld steel, using underwater welding equipment, jigs, and supports.",Commercial Divers,4074,E0,high
"Cut away dead and excess branches from trees, or clear branches around power lines, using climbing equipment or buckets of extended truck booms, or chainsaws, hooks, handsaws, shears, and clippers.",Tree Trimmers and Pruners,4075,E0,high
"Cut binder boards to specified dimensions, using board shears, hand cutters, or cutting machines.",Print Binding and Finishing Workers,4076,E0,high
"Cut cables and tubing, using master templates, measuring instruments, and cable cutters or saws.","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",4077,E0,high
"Cut carpet padding to size and install padding, following prescribed method.",Carpet Installers,4078,E0,high
"Cut copies apart and write identifying information, such as page numbers or titles, on copies.","Office Machine Operators, Except Computer",4079,E0,high
"Cut cover material to specified dimensions, fitting and gluing material to binder boards by hand or machine.",Print Binding and Finishing Workers,4080,E0,high
"Cut covering and foundation materials, according to blueprints and sketches.","Floor Layers, Except Carpet, Wood, and Hard Tiles",4081,E0,high
"Cut damaged sections of pipe with cutters, remove broken sections from ditches, and replace pipe sections, using pipe sleeves.",Septic Tank Servicers and Sewer Pipe Cleaners,4082,E0,high
Cut designs in molds or other materials to be used as models in the fabrication of metal and jewelry products.,Jewelers and Precious Stone and Metal Workers,4083,E0,high
"Cut discarded products, such as appliances and automobiles, into small pieces using saws, blow torches, or other hand or power tools.",Recycling and Reclamation Workers,4084,E0,high
Cut door stops or angle irons to fit openings.,Mechanical Door Repairers,4085,E0,high
"Cut down and remove trees and brush to clear drill sites, to reduce fire hazards, and to make way for roads to sites.","Roustabouts, Oil and Gas",4086,E0,high
Cut excess material or thread from finished products.,Sewing Machine Operators,4087,E0,high
"Cut excess thread or material from shoe parts, using scissors or knives.",Shoe Machine Operators and Tenders,4088,E0,high
